1659518794.915506 2022-08-03 11:26:34,915 MainProcess-221120 MainThread-140308941870912 synthetic_client:27 <module> INFO: SYNTHETIC init_client
1659518817.625731 2022-08-03 11:26:57,625 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3168 end 1659518799.7041807
1659518817.625860 2022-08-03 11:26:57,625 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3168 0
1659518817.625960 2022-08-03 11:26:57,625 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3168 63d27a4e-1a3e-48cf-9c5d-9d84b68a9746
1659518817.726236 2022-08-03 11:26:57,726 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "e6028f79-aaeb-4e99-ae66-fb486b2732...83", "exception": null}' [196 bytes]
1659518817.727215 2022-08-03 11:26:57,727 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3169 result_start
1659518817.727601 2022-08-03 11:26:57,727 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3169 result_retrieved
1659518817.727778 2022-08-03 11:26:57,727 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3169 start 1659518799.7160492
1659518817.727885 2022-08-03 11:26:57,727 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3169 end 1659518799.7160497
1659518817.727975 2022-08-03 11:26:57,727 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3169 0
1659518817.728059 2022-08-03 11:26:57,728 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3169 e6028f79-aaeb-4e99-ae66-fb486b27322d
1659518817.840225 2022-08-03 11:26:57,840 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "7f85abb8-9508-4211-b8aa-74d8e03ac2...94", "exception": null}' [196 bytes]
1659518817.841456 2022-08-03 11:26:57,841 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3170 result_start
1659518817.841628 2022-08-03 11:26:57,841 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3170 result_retrieved
1659518817.841711 2022-08-03 11:26:57,841 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3170 start 1659518799.717429
1659518817.841799 2022-08-03 11:26:57,841 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3170 end 1659518799.7174292
1659518817.841882 2022-08-03 11:26:57,841 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3170 0
1659518817.841938 2022-08-03 11:26:57,841 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3170 7f85abb8-9508-4211-b8aa-74d8e03ac2c8
1659518817.956842 2022-08-03 11:26:57,956 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "91a09a0d-ea6e-4989-ba30-313149ca8c...86", "exception": null}' [197 bytes]
1659518817.958278 2022-08-03 11:26:57,958 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3171 result_start
1659518817.958489 2022-08-03 11:26:57,958 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3171 result_retrieved
1659518817.958607 2022-08-03 11:26:57,958 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3171 start 1659518799.7180805
1659518817.958704 2022-08-03 11:26:57,958 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3171 end 1659518799.7180808
1659518817.958845 2022-08-03 11:26:57,958 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3171 0
1659518817.958937 2022-08-03 11:26:57,958 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3171 91a09a0d-ea6e-4989-ba30-313149ca8c3e
1659518818.059959 2022-08-03 11:26:58,059 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "e6e444cd-38a6-401b-b5e8-63d3b73652...62", "exception": null}' [197 bytes]
1659518818.061413 2022-08-03 11:26:58,061 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3172 result_start
1659518818.061600 2022-08-03 11:26:58,061 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3172 result_retrieved
1659518818.061756 2022-08-03 11:26:58,061 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3172 start 1659518799.7305267
1659518818.061867 2022-08-03 11:26:58,061 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3172 end 1659518799.730527
1659518818.061959 2022-08-03 11:26:58,061 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3172 0
1659518818.062105 2022-08-03 11:26:58,062 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3172 e6e444cd-38a6-401b-b5e8-63d3b73652b3
1659518818.164279 2022-08-03 11:26:58,164 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "663debef-9d47-445e-986e-d10a91afc9...85", "exception": null}' [197 bytes]
1659518818.165519 2022-08-03 11:26:58,165 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3173 result_start
1659518818.165731 2022-08-03 11:26:58,165 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3173 result_retrieved
1659518818.165891 2022-08-03 11:26:58,165 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3173 start 1659518799.731844
1659518818.165999 2022-08-03 11:26:58,165 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3173 end 1659518799.7318444
1659518818.166111 2022-08-03 11:26:58,166 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3173 0
1659518818.166282 2022-08-03 11:26:58,166 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3173 663debef-9d47-445e-986e-d10a91afc905
1659518818.279073 2022-08-03 11:26:58,279 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "0d48ed83-788f-4ddd-a0b0-c471b0b17b...68", "exception": null}' [197 bytes]
1659518818.280642 2022-08-03 11:26:58,280 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3174 result_start
1659518818.280919 2022-08-03 11:26:58,280 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3174 result_retrieved
1659518818.281063 2022-08-03 11:26:58,281 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3174 start 1659518799.732703
1659518818.281223 2022-08-03 11:26:58,281 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3174 end 1659518799.7327037
1659518818.281377 2022-08-03 11:26:58,281 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3174 0
1659518818.281467 2022-08-03 11:26:58,281 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3174 0d48ed83-788f-4ddd-a0b0-c471b0b17be2
1659518818.379651 2022-08-03 11:26:58,379 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "a9624427-9270-4e8b-ae05-79bedc98bf...56", "exception": null}' [196 bytes]
1659518818.380742 2022-08-03 11:26:58,380 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3175 result_start
1659518818.380975 2022-08-03 11:26:58,380 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3175 result_retrieved
1659518818.381141 2022-08-03 11:26:58,381 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3175 start 1659518799.7327213
1659518818.381338 2022-08-03 11:26:58,381 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3175 end 1659518799.7327216
1659518818.381445 2022-08-03 11:26:58,381 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3175 0
1659518818.381534 2022-08-03 11:26:58,381 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3175 a9624427-9270-4e8b-ae05-79bedc98bf9b
1659518818.498663 2022-08-03 11:26:58,498 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "ec40032f-49a4-4a0f-8956-0595d2238d...32", "exception": null}' [196 bytes]
1659518818.500111 2022-08-03 11:26:58,500 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3176 result_start
1659518818.500258 2022-08-03 11:26:58,500 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3176 result_retrieved
1659518818.500314 2022-08-03 11:26:58,500 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3176 start 1659518799.7412825
1659518818.500360 2022-08-03 11:26:58,500 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3176 end 1659518799.7412834
1659518818.500398 2022-08-03 11:26:58,500 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3176 0
1659518818.500436 2022-08-03 11:26:58,500 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3176 ec40032f-49a4-4a0f-8956-0595d2238dfd
1659518818.598250 2022-08-03 11:26:58,598 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "091cf663-7708-457c-bbc7-48c95e414a...75", "exception": null}' [197 bytes]
1659518818.599741 2022-08-03 11:26:58,599 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3179 result_start
1659518818.599882 2022-08-03 11:26:58,599 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3179 result_retrieved
1659518818.599936 2022-08-03 11:26:58,599 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3179 start 1659518799.7422485
1659518818.599999 2022-08-03 11:26:58,599 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3179 end 1659518799.7422488
1659518818.600039 2022-08-03 11:26:58,600 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3179 0
1659518818.600078 2022-08-03 11:26:58,600 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3179 091cf663-7708-457c-bbc7-48c95e414a8a
1659518818.706693 2022-08-03 11:26:58,706 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "e51ca372-93cd-47c3-9f7c-f09351d4fb...82", "exception": null}' [197 bytes]
1659518818.707992 2022-08-03 11:26:58,707 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3177 result_start
1659518818.708115 2022-08-03 11:26:58,708 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3177 result_retrieved
1659518818.708168 2022-08-03 11:26:58,708 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3177 start 1659518799.7414675
1659518818.708211 2022-08-03 11:26:58,708 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3177 end 1659518799.741468
1659518818.708249 2022-08-03 11:26:58,708 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3177 0
1659518818.708287 2022-08-03 11:26:58,708 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3177 e51ca372-93cd-47c3-9f7c-f09351d4fb2a
1659518818.780704 2022-08-03 11:26:58,780 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < PING 'ϧ"V' [text, 4 bytes]
1659518818.780979 2022-08-03 11:26:58,780 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1158 write_frame_sync DEBUG: > PONG 'ϧ"V' [text, 4 bytes]
1659518818.781216 2022-08-03 11:26:58,781 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1245 keepalive_ping DEBUG: % sending keepalive ping
1659518818.781291 2022-08-03 11:26:58,781 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1158 write_frame_sync DEBUG: > PING 13 d3 20 de [binary, 4 bytes]
1659518818.806547 2022-08-03 11:26:58,806 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "7997adab-f2b9-4f88-9354-5c98af3a8d...72", "exception": null}' [197 bytes]
1659518818.807485 2022-08-03 11:26:58,807 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3178 result_start
1659518818.807709 2022-08-03 11:26:58,807 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3178 result_retrieved
1659518818.807824 2022-08-03 11:26:58,807 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3178 start 1659518799.7423627
1659518818.807940 2022-08-03 11:26:58,807 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3178 end 1659518799.7423635
1659518818.808060 2022-08-03 11:26:58,808 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3178 0
1659518818.808173 2022-08-03 11:26:58,808 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3178 7997adab-f2b9-4f88-9354-5c98af3a8d56
1659518818.889128 2022-08-03 11:26:58,889 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < PONG 13 d3 20 de [binary, 4 bytes]
1659518818.889706 2022-08-03 11:26:58,889 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1255 keepalive_ping DEBUG: % received keepalive pong
1659518818.917713 2022-08-03 11:26:58,917 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "2a011f91-8f6a-48a1-8469-f6f9aa57aa...58", "exception": null}' [197 bytes]
1659518818.919008 2022-08-03 11:26:58,919 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3180 result_start
1659518818.919274 2022-08-03 11:26:58,919 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3180 result_retrieved
1659518818.919477 2022-08-03 11:26:58,919 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3180 start 1659518799.7430294
1659518818.919636 2022-08-03 11:26:58,919 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3180 end 1659518799.7430298
1659518818.919730 2022-08-03 11:26:58,919 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3180 0
1659518818.919882 2022-08-03 11:26:58,919 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3180 2a011f91-8f6a-48a1-8469-f6f9aa57aad6
1659518819.035465 2022-08-03 11:26:59,035 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "43e98258-ddbf-4fe5-a330-f52b2d9a99...33", "exception": null}' [197 bytes]
1659518819.036739 2022-08-03 11:26:59,036 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3181 result_start
1659518819.037024 2022-08-03 11:26:59,037 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3181 result_retrieved
1659518819.037146 2022-08-03 11:26:59,037 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3181 start 1659518799.7626336
1659518819.037243 2022-08-03 11:26:59,037 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3181 end 1659518799.762634
1659518819.037325 2022-08-03 11:26:59,037 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3181 0
1659518819.037402 2022-08-03 11:26:59,037 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3181 43e98258-ddbf-4fe5-a330-f52b2d9a990b
1659518819.135273 2022-08-03 11:26:59,135 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "75ac53ab-d382-4bd5-9f4d-13cb161377...43", "exception": null}' [197 bytes]
1659518819.136641 2022-08-03 11:26:59,136 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3184 result_start
1659518819.136932 2022-08-03 11:26:59,136 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3184 result_retrieved
1659518819.137052 2022-08-03 11:26:59,137 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3184 start 1659518799.7645135
1659518819.137148 2022-08-03 11:26:59,137 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3184 end 1659518799.7645137
1659518819.137229 2022-08-03 11:26:59,137 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3184 0
1659518819.137305 2022-08-03 11:26:59,137 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3184 75ac53ab-d382-4bd5-9f4d-13cb16137756
1659518819.241314 2022-08-03 11:26:59,241 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "bdd309c7-9578-45ec-81a4-5a95bd70f3...78", "exception": null}' [196 bytes]
1659518819.242497 2022-08-03 11:26:59,242 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3183 result_start
